Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Right thigh;13,227881;0,31640625;-0,9140625;0,0771484375;45,9747314453;-119,735717773;-12,2756958008
Right tibia;13,229434;0,623046875;-0,858642578125;0,37255859375;-17,4560546875;-83,2443237305;21,8658447266
Right foot;13,232451;-0,138916015625;-0,4736328125;0,866455078125;12,1307373047;0,0;-0,358581542969
Left hand;13,233846;0,840087890625;0,258056640625;0,362060546875;79,6203613281;-29,4494628906;38,3453369141
Left forearm;13,235415;0,088134765625;-0,903076171875;0,1103515625;-40,1611328125;-130,592346191;13,557434082
Left biceps;13,240291;0,24755859375;-0,806396484375;0,11328125;31,0516357422;-50,8346557617;15,2130126953
Right hand;13,243423;1,07299804688;-0,47021484375;0,087646484375;112,525939941;3,25012207031;91,1865234375
Right forearm;13,244815;-0,24951171875;-1,05126953125;0,326171875;33,4548950195;-41,5191650391;62,2482299805
Right biceps;13,246185;-0,437744140625;-1,06274414062;-0,084716796875;-16,5023803711;-166,244506836;8,44573974609
Left shoulder;13,250337;0,055419921875;0,95703125;0,558349609375;10,6811523438;95,344543457;63,4765625
Right shoulder;13,253603;-0,551025390625;0,85302734375;0,29345703125;6,27136230469;-37,8646850586;-8,58306884766
Back pelvis;13,255230;0,7060546875;-0,193359375;0,221923828125;39,7262573242;33,6074829102;10,9939575195
Front pelvis;13,256526;1,107421875;-0,06982421875;-0,19384765625;35,5911254883;30,0827026367;-8,72039794922
Belly button;13,257741;0,546875;0,955810546875;-0,023681640625;42,854309082;124,549865723;-3,48663330078
Sternum;13,260736;0,677978515625;0,01953125;0,701904296875;49,4537353516;16,3040161133;34,7671508789
Head;13,262374;0,9462890625;-0,126220703125;0,081787109375;42,2973632812;-4,32586669922;0,785827636719
Left thigh;13,264548;-0,753662109375;-0,7685546875;-0,2021484375;-65,9866333008;-171,730041504;77,262878418
Left tibia;13,266296;0,0654296875;-1,02612304688;0,30908203125;33,9736938477;-78,0715942383;-45,1965332031
Left foot;13,268890;0,307373046875;-0,35546875;1,18530273438;180,015563965;26,2908935547;249,992370605
Right thigh;13,270043;0,380859375;-0,981201171875;0,097412109375;23,9868164062;-65,0329589844;-10,4370117188
Right tibia;13,271341;0,714599609375;-0,87646484375;0,220947265625;-10,9786987305;-149,589538574;-49,8809814453
Right foot;13,272547;-0,005615234375;-0,2724609375;0,9208984375;10,2691650391;-0,473022460938;-0,801086425781
Left hand;13,274914;0,814208984375;0,3017578125;0,339111328125;90,3396606445;-29,4036865234;33,7066650391
Left forearm;13,276118;0,12744140625;-0,930908203125;0,18408203125;-42,3049926758;-129,211425781;4,22668457031
Left biceps;13,277301;0,255126953125;-0,861083984375;0,108642578125;36,8118286133;-48,0422973633;6,65283203125
Right hand;13,278532;1,0263671875;-0,36181640625;0,088134765625;105,804443359;6,32476806641;76,0040283203
Right forearm;13,281018;-0,154541015625;-0,81884765625;0,248779296875;25,4669189453;-12,077331543;61,0961914062
Right biceps;13,282202;-0,455322265625;-0,980712890625;-0,122802734375;-12,9928588867;-157,585144043;20,0653076172
Left shoulder;13,283434;-0,088134765625;0,887451171875;0,590576171875;-29,9301147461;92,1020507812;42,96875
Right shoulder;13,284623;-0,432373046875;0,77978515625;0,295654296875;0,91552734375;-38,2308959961;-6,40106201172
Back pelvis;13,287001;0,89892578125;-0,13671875;0,298583984375;105,38482666;-21,598815918;49,5758056641
Front pelvis;13,288172;0,982666015625;0,169921875;-0,095703125;22,1786499023;16,1972045898;0,869750976562
Belly button;13,289353;0,511474609375;0,922607421875;-0,037109375;37,2314453125;115,020751953;-6,16455078125
Sternum;13,290549;0,939453125;0,1591796875;0,939453125;60,7681274414;-13,2904052734;43,9300537109
Head;13,292990;1,09545898438;-0,1484375;0,085205078125;54,1076660156;-6,12640380859;4,14276123047
Left thigh;13,294158;0,092529296875;-1,09057617188;-0,478271484375;-53,0624389648;-143,119812012;45,8068847656
Left tibia;13,295324;-0,290771484375;-1,07592773438;0,113525390625;59,326171875;-93,2769775391;-39,2684936523
Left foot;13,296505;0,585205078125;-0,177978515625;1,0390625;228,973388672;50,7125854492;249,992370605
Right thigh;13,298837;0,41357421875;-1,00805664062;0,1435546875;28,6026000977;-60,6460571289;-4,81414794922
Right tibia;13,300028;-0,63427734375;-1,65307617188;-0,22509765625;-1,83868408203;-205,680847168;-52,9632568359
Right foot;13,301189;0,005615234375;-0,19140625;1,05297851562;11,6195678711;2,58636474609;-0,389099121094
Left hand;13,302837;0,814208984375;0,3515625;0,3232421875;83,2748413086;-27,0080566406;32,2570800781
Left forearm;13,305326;0,22705078125;-1,21875;0,299072265625;-51,0787963867;-110,534667969;6,78253173828
Left biceps;13,306511;0,25341796875;-0,934814453125;0,1455078125;37,6663208008;-54,3060302734;-1,15203857422
Right hand;13,307776;0,92138671875;-0,35595703125;0,0830078125;62,9119873047;10,5438232422;72,3648071289
Right forearm;13,308976;-0,220703125;-0,689453125;0,186767578125;16,7770385742;-2,25830078125;62,7746582031
Right biceps;13,311346;-0,28076171875;-0,937744140625;-0,13671875;-7,06481933594;-150,161743164;20,6069946289
Left shoulder;13,312527;-0,22021484375;1,29541015625;0,434814453125;-8,93402099609;131,927490234;42,4728393555
Right shoulder;13,313684;-0,475341796875;0,673828125;0,248046875;-0,3662109375;-38,6123657227;-6,51550292969
Back pelvis;13,314849;0,84716796875;-0,18212890625;0,28564453125;120,971679688;-18,7377929688;57,746887207
Front pelvis;13,317276;0,585693359375;0,271484375;-0,13427734375;-22,8576660156;36,1785888672;15,2053833008
Belly button;13,318437;0,520263671875;0,816162109375;-0,06591796875;31,0897827148;103,721618652;-4,31823730469
Sternum;13,319705;0,964599609375;0,3173828125;0,7626953125;70,3811645508;14,7247314453;36,2091064453
Head;13,320884;1,09521484375;-0,119873046875;0,0849609375;64,9337768555;-5,14221191406;5,26428222656
Left thigh;13,323253;-0,198974609375;-1,07592773438;-0,54833984375;-44,0368652344;-35,2172851562;47,8439331055
Left tibia;13,324421;-0,138916015625;-1,01245117188;0,0048828125;96,9924926758;-148,391723633;-39,8178100586
Left foot;13,325603;0,990234375;0,134033203125;0,9384765625;160,293579102;20,2941894531;249,992370605
Right thigh;13,326782;0,3681640625;-1,01586914062;0,157470703125;42,610168457;-63,9953613281;-2,00653076172
Right tibia;13,329159;1,02685546875;-0,523681640625;-0,884765625;45,3720092773;-250,0;-26,0772705078
Right foot;13,330321;0,112548828125;-0,158935546875;1,00122070312;10,3530883789;-2,63977050781;-3,75366210938
Left hand;13,331574;0,83544921875;0,35986328125;0,352783203125;69,8699951172;-25,5813598633;30,6701660156
Left forearm;13,332764;0,014404296875;-0,94140625;0,296875;-19,8822021484;-63,4536743164;-0,259399414062
Left biceps;13,335142;0,288330078125;-1,01049804688;0,1806640625;29,6325683594;-70,7473754883;-7,51495361328
Right hand;13,336330;0,8330078125;-0,374755859375;0,0732421875;37,7349853516;9,79614257812;72,8225708008
Right forearm;13,337483;-0,256103515625;-0,739501953125;0,16015625;9,95635986328;-29,3731689453;64,1403198242
Right biceps;13,338702;-0,18603515625;-0,96337890625;-0,1025390625;2,9296875;-133,033752441;15,251159668
Left shoulder;13,341094;-0,152587890625;1,07690429688;0,39990234375;-24,9633789062;115,791320801;29,6249389648
Right shoulder;13,342274;-0,497314453125;0,624267578125;0,231201171875;4,97436523438;-41,7861938477;-7,46917724609
Back pelvis;13,343827;0,849365234375;-0,20751953125;0,32177734375;106,163024902;-23,5977172852;45,6237792969
Front pelvis;13,345090;1,19091796875;0,14306640625;-0,074951171875;41,9311523438;7,01904296875;5,92803955078
Belly button;13,347553;0,590087890625;0,808349609375;-0,06005859375;28,0532836914;93,2159423828;-1,64794921875
Sternum;13,354551;0,7783203125;0,06884765625;0,665283203125;81,9702148438;-1,61743164062;57,4417114258
Head;13,360739;1,0849609375;-0,08837890625;0,111083984375;71,2661743164;-6,33239746094;8,11004638672
Left thigh;13,362179;-0,09033203125;-1,03442382812;-0,2529296875;-36,0336303711;3,44085693359;58,0749511719
Left tibia;13,365360;0,07666015625;-0,892578125;-0,093017578125;106,903076172;-156,753540039;-51,7959594727
Left foot;13,366948;0,92919921875;0,213623046875;0,43408203125;87,9135131836;102,149963379;249,992370605
Right thigh;13,368402;0,408935546875;-0,921630859375;-0,114990234375;57,2814941406;-59,4329833984;3,97491455078
Right tibia;13,375975;0,728759765625;-1,0908203125;-0,9580078125;-17,9595947266;-125,40435791;-74,0127563477
Right foot;13,379109;-0,09716796875;-0,3720703125;0,924560546875;10,4293823242;-1,84631347656;1,25122070312
Left hand;13,380577;0,89453125;0,396240234375;0,39013671875;50,3921508789;-24,0631103516;26,9775390625
Left forearm;13,381977;-0,106689453125;-0,785400390625;0,2880859375;-17,0211791992;-69,9768066406;-25,8865356445
Left biceps;13,383540;0,2744140625;-0,96630859375;0,220703125;23,551940918;-70,1370239258;-2,83813476562
Right hand;13,389595;0,76220703125;-0,344970703125;0,044677734375;30,6777954102;6,82067871094;72,135925293
Right forearm;13,391182;-0,247314453125;-0,80029296875;0,184326171875;4,41741943359;-38,5818481445;56,4422607422
Right biceps;13,392620;-0,272705078125;-0,828125;-0,084716796875;-10,6353759766;-93,2998657227;11,6424560547
Left shoulder;13,393984;-0,07080078125;0,898681640625;0,385986328125;-27,0080566406;111,64855957;36,6744995117
Right shoulder;13,399002;-0,468017578125;0,726318359375;0,238525390625;14,7171020508;-39,5584106445;-6,39343261719
Back pelvis;13,400564;0,851806640625;-0,153076171875;0,33154296875;110,137939453;-23,2696533203;40,9469604492
Front pelvis;13,402378;1,11938476562;-0,015869140625;0,018310546875;100,479125977;20,5917358398;4,69970703125
Belly button;13,403950;0,5986328125;0,955810546875;0,069091796875;27,3284912109;97,8622436523;-1,15966796875
Sternum;13,407205;0,89208984375;0,1904296875;0,771728515625;80,3070068359;3,24249267578;75,3555297852
Head;13,408536;1,3095703125;-0,069580078125;0,1083984375;70,4116821289;-11,9018554688;11,7111206055
Left thigh;13,409704;-0,051025390625;-0,899169921875;-0,12548828125;-30,4565429688;0,381469726562;65,3839111328
Left tibia;13,410923;0,072509765625;-0,916259765625;-0,199462890625;89,6377563477;-128,265380859;-51,3381958008
Left foot;13,413298;-0,00341796875;-0,723876953125;0,90673828125;54,2297363281;56,7398071289;205,986022949
Right thigh;13,414862;0,390869140625;-0,8896484375;-0,043701171875;64,079284668;-74,7299194336;4,98199462891
Right tibia;13,416117;0,80078125;-0,813720703125;0,090576171875;-2,18200683594;3,14331054688;-72,0062255859
Right foot;13,417315;-0,076416015625;-0,39599609375;0,93359375;7,46154785156;-2,41088867188;3,89862060547
Left hand;13,419960;0,94091796875;0,41357421875;0,461181640625;30,403137207;-21,0571289062;21,0418701172
Left forearm;13,421173;-0,0126953125;-0,841064453125;0,335693359375;-9,80377197266;-69,4274902344;-36,994934082
Left biceps;13,422360;0,255126953125;-0,953369140625;0,2216796875;16,5023803711;-66,5893554688;4,79125976562
Right hand;13,423615;0,716796875;-0,29638671875;0,03173828125;27,7862548828;4,21905517578;68,8323974609
Right forearm;13,425965;-0,23583984375;-0,80859375;0,2021484375;-0,30517578125;-36,4532470703;44,8837280273
Right biceps;13,427194;-0,449462890625;-0,8349609375;-0,1357421875;6,56890869141;-134,864807129;21,7666625977
Left shoulder;13,428368;-0,145263671875;0,803955078125;0,394775390625;-26,9393920898;113,922119141;42,1676635742
Right shoulder;13,429538;-0,485595703125;0,827880859375;0,269775390625;14,533996582;-39,8025512695;-5,56945800781
Back pelvis;13,431959;0,83349609375;-0,2109375;0,2080078125;135,368347168;-13,3056640625;50,2471923828
Front pelvis;13,433144;0,89501953125;0,270263671875;0,014404296875;57,1212768555;26,8859863281;2,89154052734
Belly button;13,434297;0,535400390625;1,44213867188;-0,08349609375;47,8439331055;104,736328125;-18,2189941406
Sternum;13,435606;0,752685546875;0,17333984375;0,658203125;82,0236206055;15,6555175781;79,2388916016
Head;13,437987;1,021484375;0,012939453125;0,130615234375;71,2127685547;9,36889648438;17,8909301758
Left thigh;13,439209;-0,021484375;-0,892822265625;-0,075439453125;-31,364440918;-46,0205078125;62,8356933594
Left tibia;13,440381;0,07080078125;-1,00439453125;-0,326416015625;79,9713134766;-128,662109375;-39,4439697266
Left foot;13,441556;0,189453125;-0,821533203125;0,88671875;47,477722168;27,7709960938;232,162475586
Right thigh;13,443991;0,41064453125;-0,887451171875;-0,0859375;75,3402709961;-81,3674926758;10,4064941406
Right tibia;13,445154;0,890869140625;-1,0400390625;0,37646484375;-4,96673583984;105,247497559;-91,3314819336
Right foot;13,446327;-0,093017578125;-0,37451171875;0,93212890625;8,06427001953;-5,35583496094;4,11987304688
Left hand;13,447556;0,9833984375;0,40966796875;0,488037109375;26,6571044922;-15,2053833008;15,3884887695
Left forearm;13,449907;0,099365234375;-0,9931640625;0,36181640625;9,30786132812;-38,5513305664;-41,3589477539
Left biceps;13,451136;0,1640625;-0,981689453125;0,190185546875;14,3127441406;-61,7904663086;20,7748413086
Right hand;13,452318;0,70947265625;-0,244873046875;0,045654296875;27,3361206055;-0,198364257812;59,3032836914
Right forearm;13,453485;-0,216552734375;-0,745849609375;0,20166015625;-3,60107421875;-31,5322875977;35,2783203125
Right biceps;13,456265;-0,318603515625;-0,875;-0,14208984375;-17,4865722656;-101,715087891;17,9748535156
Left shoulder;13,457538;-0,262939453125;0,78125;0,38330078125;-20,393371582;116,172790527;40,8935546875
Right shoulder;13,458783;-0,4716796875;0,8095703125;0,2734375;9,91821289062;-41,5725708008;-6,40106201172
Back pelvis;13,459993;1,09423828125;-0,05908203125;0,338623046875;145,33996582;-22,575378418;55,3359985352
Front pelvis;13,462342;0,832763671875;0,348876953125;-0,081787109375;55,2825927734;22,7966308594;3,37219238281
Belly button;13,463587;0,268798828125;0,6259765625;0,015869140625;26,2069702148;130,226135254;12,4282836914
Sternum;13,464777;0,619384765625;0,19287109375;0,502197265625;85,1898193359;14,892578125;89,3859863281
Head;13,466119;1,18017578125;-0,00634765625;0,090576171875;64,079284668;-25,5584716797;20,6909179688
Left thigh;13,468619;0,0986328125;-0,9521484375;-0,197265625;-25,4745483398;-45,8679199219;43,1823730469
Left tibia;13,469806;0,1064453125;-0,767578125;-0,325439453125;57,8460693359;-131,088256836;-19,9813842773
Left foot;13,471057;0,127685546875;-0,702392578125;0,94921875;26,1459350586;24,055480957;244,71282959
Right thigh;13,472272;0,38916015625;-0,898193359375;-0,17578125;71,8460083008;-98,2360839844;15,5563354492
Right tibia;13,474682;0,1494140625;-0,95458984375;-0,0634765625;7,59124755859;-102,752685547;-16,4947509766
Right foot;13,475900;-0,10986328125;-0,404541015625;0,9287109375;13,2369995117;-10,5819702148;3,02124023438
Left hand;13,477065;1,03930664062;0,42724609375;0,514892578125;27,2445678711;-11,4822387695;4,19616699219
Left forearm;13,478225;-0,071533203125;-1,18530273438;0,247802734375;30,9371948242;-23,1781005859;-46,8597412109
Left biceps;13,481028;0,03076171875;-1,03125;0,09375;23,078918457;-75,3479003906;32,7987670898
Right hand;13,482226;0,693115234375;-0,209228515625;0,046875;24,2691040039;-4,89044189453;41,9692993164
Right forearm;13,483489;-0,1884765625;-0,807373046875;0,234619140625;-11,0626220703;-34,9273681641;28,5263061523
Right biceps;13,484683;-0,2626953125;-0,90478515625;-0,1455078125;5,95092773438;-116,600036621;39,2303466797
Left shoulder;13,487083;-0,33154296875;0,85693359375;0,381103515625;-10,0250244141;117,721557617;39,7567749023
Right shoulder;13,488265;-0,491943359375;0,74951171875;0,289794921875;10,2920532227;-44,5098876953;-3,23486328125
Back pelvis;13,489423;1,43383789062;0,262451171875;0,493408203125;125,617980957;-13,3666992188;23,7197875977
Front pelvis;13,490581;0,865966796875;0,226318359375;-0,0791015625;69,206237793;15,7775878906;8,88061523438
Belly button;13,493035;0,233642578125;0,764404296875;0,100341796875;35,888671875;61,3708496094;3,71551513672
Sternum;13,494228;0,572509765625;0,17626953125;0,457275390625;86,9522094727;10,124206543;94,5663452148
Head;13,495443;0,94140625;0,064208984375;0,156005859375;59,1354370117;-8,65173339844;14,3203735352
Left thigh;13,496623;0,15283203125;-0,916015625;-0,18505859375;-28,7170410156;-39,5889282227;37,5671386719
Left tibia;13,499295;-0,115234375;-0,8330078125;-0,55908203125;19,4320678711;-158,203125;13,053894043
Left foot;13,500523;0,186279296875;-0,428955078125;0,9921875;-10,3225708008;34,4390869141;247,619628906
Right thigh;13,501719;0,351318359375;-1,01904296875;-0,06298828125;67,5659179688;-87,6083374023;26,1535644531
Right tibia;13,502895;0,765380859375;-0,94384765625;0,123046875;0,175476074219;47,6760864258;-53,7033081055
Right foot;13,505276;-0,141845703125;-0,31201171875;0,97119140625;20,0958251953;-48,7442016602;36,5219116211
Left hand;13,512318;1,07983398438;0,442626953125;0,552734375;16,7236328125;-9,55963134766;-12,5579833984
Left forearm;13,516009;-0,130615234375;-0,8916015625;0,255615234375;48,9654541016;-48,5076904297;-62,0040893555
Left biceps;13,517505;0,04541015625;-1,29125976562;0,130126953125;28,3203125;-91,0873413086;38,948059082
